gender;star1;star2;star3;read1;read2;math1;math2;school1;school2;school3;experience1;experience2;experience3;EndScore
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;26;600
male;regular+aide;regular+aide;NA;448;527;470;494;suburban;suburban;NA;19;18;NA;NA
female;small;small;NA;453;544;490;550;suburban;suburban;NA;1;11;NA;NA
female;regular;regular;NA;509;560;470;523;suburban;suburban;NA;16;12;NA;NA
male;small;small;small;524;582;549;582;rural;rural;rural;15;18;12;610
female;NA;regular+aide;regular+aide;NA;560;NA;556;NA;inner-city;inner-city;NA;13;13;596
female;regular;NA;regular+aide;629;NA;542;NA;inner-city;NA;suburban;1;NA;22;663
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;small;small;NA;NA;NA;NA;rural;rural;rural;17;14;17;642
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;25;586
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;regular;482;552;535;565;urban;urban;urban;17;28;1;570
male;NA;regular+aide;regular+aide;NA;611;NA;546;NA;inner-city;inner-city;NA;13;13;609
male;regular;NA;regular;501;NA;507;NA;suburban;NA;suburban;0;NA;22;NA
female;regular;regular;regular;527;562;520;590;suburban;suburban;suburban;11;4;7;588
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;regular;536;547;584;561;inner-city;inner-city;inner-city;0;1;3;599
female;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;18;637
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;590;643;542;582;rural;rural;rural;16;8;12;645
female;regular+aide;regular+aide;regular+aide;590;593;532;557;rural;rural;rural;16;8;15;619
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;19;NA;NA
female;small;small;small;629;NA;584;NA;inner-city;inner-city;inner-city;8;21;11;654
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular;regular;NA;604;NA;607;NA;suburban;suburban;NA;4;19;599
male;small;small;regular+aide;485;577;515;554;inner-city;inner-city;inner-city;32;4;23;598
male;regular;NA;NA;492;NA;532;NA;suburban;NA;NA;0;NA;NA;NA
female;regular+aide;NA;NA;514;NA;572;NA;rural;NA;NA;3;NA;NA;NA
male;small;small;small;553;637;567;577;rural;rural;rural;7;10;18;619
male;NA;regular;regular;NA;488;NA;505;NA;rural;rural;NA;6;0;NA
male;small;regular+aide;small;604;659;601;659;rural;rural;rural;26;8;23;670
male;regular;regular;NA;457;588;505;632;rural;rural;NA;15;13;NA;NA
male;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;4;NA;NA
female;small;NA;NA;442;NA;439;NA;inner-city;NA;NA;2;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;501;602;470;559;rural;rural;rural;11;15;8;592
female;regular+aide;NA;NA;629;NA;572;NA;suburban;NA;NA;18;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;NA;554;463;528;rural;rural;rural;18;6;17;586
male;regular;NA;NA;530;NA;612;NA;inner-city;NA;NA;0;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;small;463;506;488;NA;rural;rural;rural;39;8;0;536
female;regular;regular;regular;651;659;553;639;rural;rural;rural;15;10;22;677
female;regular;regular;regular;509;591;523;577;rural;rural;rural;15;10;22;635
male;NA;regular+aide;regular+aide;NA;618;NA;565;NA;suburban;suburban;NA;10;25;600
female;regular;regular;regular+aide;571;604;NA;596;inner-city;inner-city;inner-city;19;2;18;644
male;regular;regular;regular;507;554;526;530;rural;rural;rural;2;2;13;583
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;small;629;709;627;626;rural;rural;rural;8;33;12;683
male;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;4;NA;NA
female;NA;regular;regular;NA;512;NA;488;NA;rural;rural;NA;12;5;554
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;NA;590;614;572;607;rural;rural;NA;12;13;NA;NA
male;regular;NA;NA;423;NA;474;NA;inner-city;NA;NA;3;NA;NA;NA
male;small;small;NA;475;557;495;557;inner-city;inner-city;NA;17;5;NA;NA
female;regular+aide;NA;NA;533;NA;535;NA;rural;NA;NA;6;NA;NA;NA
female;NA;regular+aide;regular+aide;NA;575;NA;557;NA;suburban;suburban;NA;18;25;627
male;regular+aide;regular+aide;regular+aide;558;584;542;577;rural;rural;rural;18;33;7;605
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;small;519;604;535;620;rural;rural;rural;14;17;10;633
female;regular;regular+aide;NA;524;611;572;611;inner-city;suburban;NA;4;18;NA;NA
female;regular+aide;regular+aide;regular+aide;516;545;518;543;suburban;suburban;suburban;6;9;8;580
male;NA;regular+aide;regular+aide;NA;643;NA;611;NA;rural;rural;NA;14;9;665
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;NA;NA;469;NA;477;NA;urban;NA;NA;20;NA;NA;NA
female;small;small;small;604;584;578;582;suburban;suburban;suburban;3;4;13;626
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;9;NA
female;small;small;small;553;650;601;648;rural;rural;rural;13;10;30;661
female;regular+aide;regular+aide;regular+aide;524;573;512;572;rural;rural;rural;11;6;7;619
female;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;2;NA;NA
female;small;small;small;494;579;526;579;rural;rural;rural;15;14;14;642
male;NA;regular;regular;NA;659;NA;639;NA;rural;rural;NA;17;12;662
female;regular;regular;small;495;560;549;548;rural;rural;rural;12;13;15;629
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular;regular+aide;NA;518;NA;559;NA;inner-city;inner-city;NA;1;23;605
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;497;588;518;557;suburban;suburban;suburban;2;9;28;603
female;small;small;small;507;564;535;561;urban;urban;urban;20;22;8;614
female;regular+aide;regular+aide;regular+aide;507;555;535;530;rural;rural;rural;10;13;30;587
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular;regular+aide;516;547;493;535;inner-city;inner-city;inner-city;1;12;14;595
male;regular;regular;regular+aide;533;588;601;611;suburban;suburban;suburban;7;31;14;648
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;urban;NA;NA;36;686
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;33;NA;NA;NA
female;regular;regular;regular;471;554;502;579;inner-city;inner-city;inner-city;2;NA;0;577
female;regular;NA;NA;516;NA;532;NA;inner-city;NA;NA;8;NA;NA;NA
male;small;NA;NA;512;NA;567;NA;rural;NA;NA;14;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;urban;NA;NA;16;NA
male;NA;regular+aide;NA;NA;552;NA;536;NA;inner-city;NA;NA;NA;NA;NA
male;NA;regular;regular;NA;555;NA;561;NA;urban;urban;NA;8;15;597
female;regular;regular;regular;477;554;535;561;rural;rural;rural;0;9;8;572
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;urban;NA;NA;7;703
male;NA;small;small;NA;614;NA;579;NA;rural;rural;NA;12;21;644
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;small;NA;NA;538;NA;rural;rural;rural;NA;2;17;624
male;NA;regular;regular;NA;568;NA;590;NA;suburban;suburban;NA;8;15;610
male;small;NA;NA;430;NA;444;NA;rural;NA;NA;16;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;584;NA;603;NA;urban;urban;NA;18;36;601
male;NA;regular;NA;NA;568;NA;522;NA;suburban;NA;NA;31;NA;NA
female;small;NA;NA;448;NA;484;NA;inner-city;NA;NA;2;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;586;NA;615;NA;rural;rural;NA;1;2;628
female;regular;small;small;483;588;526;596;urban;urban;urban;11;14;29;617
female;small;small;small;509;659;567;699;rural;rural;rural;1;8;9;699
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;13;NA;NA
male;regular;regular;regular;509;602;529;579;rural;rural;rural;11;19;3;611
male;regular;regular;regular;629;637;520;626;rural;rural;rural;20;18;17;635
female;regular+aide;regular+aide;regular+aide;488;577;518;514;suburban;suburban;suburban;2;7;17;552
female;regular;regular;regular;NA;NA;515;NA;rural;rural;rural;0;18;14;642
male;NA;regular+aide;regular+aide;NA;NA;NA;NA;NA;rural;rural;NA;26;16;629
male;regular+aide;regular+aide;regular+aide;536;579;538;556;rural;rural;rural;23;21;36;566
female;regular;regular;small;509;547;481;535;inner-city;inner-city;inner-city;19;2;29;590
male;small;small;small;590;622;601;632;urban;urban;urban;16;17;11;643
male;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;5;NA
male;regular;NA;NA;475;NA;507;NA;inner-city;NA;NA;2;NA;NA;NA
female;regular;NA;small;521;NA;567;NA;rural;NA;rural;17;NA;14;637
male;regular;regular;regular;629;650;627;632;rural;rural;rural;11;13;37;668
male;small;small;NA;512;614;578;699;rural;rural;NA;8;33;NA;NA
female;NA;small;NA;NA;569;NA;533;NA;rural;NA;NA;39;NA;NA
female;small;NA;NA;457;NA;502;NA;inner-city;NA;NA;0;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;regular;457;547;468;507;rural;rural;rural;2;2;13;565
male;NA;regular+aide;regular+aide;NA;560;NA;565;NA;urban;urban;NA;17;38;581
male;small;small;small;512;538;502;535;rural;rural;rural;2;28;36;570
male;regular+aide;regular+aide;regular+aide;579;582;592;603;rural;rural;rural;9;5;3;577
male;NA;regular+aide;regular+aide;NA;539;NA;517;NA;inner-city;inner-city;NA;2;26;590
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;487;539;510;540;inner-city;inner-city;inner-city;6;4;12;650
male;small;small;NA;485;NA;520;NA;inner-city;inner-city;NA;3;14;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;524;591;578;599;rural;rural;rural;11;15;5;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;21;682
male;regular;regular;regular;544;614;535;603;suburban;suburban;suburban;18;12;22;622
male;regular;regular;regular;454;489;493;522;rural;rural;rural;32;9;13;NA
male;NA;regular;NA;NA;506;NA;495;NA;inner-city;NA;NA;4;NA;NA
female;regular;regular;regular;509;591;557;626;rural;rural;rural;4;22;14;630
female;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;1;540
female;NA;regular+aide;NA;NA;643;NA;632;NA;suburban;NA;NA;9;NA;NA
male;regular;regular;regular;604;608;676;620;rural;rural;rural;13;18;21;664
male;regular+aide;NA;NA;468;NA;468;NA;inner-city;NA;NA;31;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular;regular;485;614;532;648;rural;rural;rural;19;14;3;611
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular;NA;NA;577;NA;526;NA;inner-city;NA;NA;1;NA;NA
female;small;NA;NA;604;NA;529;NA;rural;NA;NA;6;NA;NA;NA
female;NA;regular;regular;NA;575;NA;574;NA;rural;rural;NA;9;24;639
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;23;521
male;small;NA;NA;430;NA;444;NA;rural;NA;NA;4;NA;NA;NA
female;regular;NA;NA;521;NA;526;NA;inner-city;NA;NA;9;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;524;622;567;659;urban;urban;urban;7;30;9;653
female;regular;regular;NA;514;573;512;514;suburban;suburban;NA;0;8;NA;NA
female;regular+aide;regular+aide;NA;450;545;465;531;suburban;suburban;NA;9;18;NA;NA
male;NA;small;NA;NA;520;NA;497;NA;inner-city;NA;NA;31;NA;NA
male;small;small;small;604;622;592;620;rural;rural;rural;14;0;7;631
male;regular;regular;regular;NA;669;584;596;suburban;suburban;suburban;16;12;19;702
female;small;small;NA;488;552;532;548;inner-city;inner-city;NA;32;4;NA;NA
male;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;2;NA;NA
female;regular+aide;regular+aide;regular+aide;478;544;532;607;urban;urban;urban;7;30;9;596
male;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;11;NA;NA
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;8;646
female;regular+aide;regular+aide;regular+aide;494;555;500;497;rural;rural;rural;8;13;23;578
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;1;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular;regular;544;575;545;607;inner-city;inner-city;inner-city;1;1;3;648
female;regular+aide;regular+aide;regular+aide;490;559;512;536;urban;urban;urban;7;30;9;583
male;regular+aide;regular+aide;NA;494;544;497;546;inner-city;inner-city;NA;24;11;NA;NA
female;regular+aide;regular+aide;regular+aide;548;618;520;611;rural;rural;rural;20;19;2;645
female;small;NA;NA;651;NA;676;NA;rural;NA;NA;3;NA;NA;NA
NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;11;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular;regular+aide;524;573;601;572;inner-city;inner-city;inner-city;24;24;25;575
male;regular;regular;regular;604;684;653;674;rural;rural;rural;13;6;8;679
male;regular+aide;regular+aide;regular+aide;558;604;518;587;rural;rural;rural;18;33;7;616
female;regular+aide;regular+aide;regular+aide;519;618;567;590;rural;rural;rural;2;29;11;646
male;regular+aide;regular+aide;regular+aide;558;602;584;620;suburban;suburban;suburban;3;15;21;639
male;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;12;624
male;small;small;small;483;545;562;590;inner-city;inner-city;inner-city;0;1;14;596
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;16;667
female;regular;regular;regular;444;491;495;488;inner-city;inner-city;inner-city;14;32;26;560
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;33;520
female;regular+aide;regular+aide;regular+aide;507;591;526;593;rural;rural;rural;11;15;8;607
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;small;small;579;669;601;639;urban;urban;urban;3;22;0;652
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;small;regular+aide;NA;588;NA;554;NA;suburban;suburban;NA;15;21;606
female;small;small;NA;459;611;497;NA;suburban;suburban;NA;1;11;NA;NA
female;regular+aide;NA;NA;430;NA;458;NA;inner-city;NA;NA;4;NA;NA;NA
female;regular;NA;NA;451;NA;500;NA;suburban;NA;NA;2;NA;NA;NA
female;small;NA;NA;540;NA;458;NA;inner-city;NA;NA;6;NA;NA;NA
male;NA;regular;NA;NA;568;NA;593;NA;inner-city;NA;NA;1;NA;NA
female;small;small;small;505;562;532;603;suburban;suburban;suburban;21;11;8;602
male;regular+aide;regular+aide;regular+aide;465;622;500;584;rural;rural;rural;14;8;11;572
male;regular;NA;NA;417;NA;441;NA;inner-city;NA;NA;25;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular;regular;604;684;612;620;rural;rural;rural;15;10;13;688
female;regular;NA;NA;536;NA;535;NA;rural;NA;NA;2;NA;NA;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;19;570
female;small;NA;NA;512;NA;512;NA;suburban;NA;NA;23;NA;NA;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;15;579
male;regular+aide;NA;regular+aide;558;NA;612;NA;rural;NA;rural;16;NA;12;619
male;regular+aide;regular;regular;460;497;451;509;inner-city;inner-city;inner-city;10;30;31;550
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;4;NA;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;33;620
female;NA;regular;NA;NA;549;NA;570;NA;rural;NA;NA;31;NA;NA
female;NA;regular+aide;regular+aide;NA;NA;NA;NA;NA;rural;rural;NA;11;0;564
male;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;2;NA;NA
male;regular;regular;NA;514;NA;515;NA;inner-city;inner-city;NA;19;2;NA;NA
male;regular;regular;small;651;659;584;632;rural;rural;rural;2;12;1;643
female;NA;regular+aide;regular+aide;NA;NA;NA;NA;NA;rural;rural;NA;21;36;660
male;regular+aide;regular+aide;regular+aide;524;577;545;620;rural;rural;rural;2;22;10;595
male;small;small;NA;453;503;484;520;inner-city;inner-city;NA;17;2;NA;NA
male;regular;NA;NA;482;NA;510;NA;rural;NA;NA;0;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;regular;571;622;567;648;rural;rural;rural;10;26;17;627
female;regular;NA;NA;474;NA;474;NA;rural;NA;NA;9;NA;NA;NA
male;regular;regular;regular;497;584;538;579;rural;rural;rural;10;26;17;612
female;small;small;NA;509;591;538;574;inner-city;inner-city;NA;6;28;NA;NA
male;NA;regular;regular;NA;593;NA;577;NA;rural;rural;NA;19;22;614
female;NA;regular;NA;NA;659;NA;632;NA;suburban;NA;NA;14;NA;NA
female;regular;regular;small;579;659;572;648;rural;rural;rural;12;2;5;686
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;9;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;NA;NA;NA;584;NA;rural;rural;NA;NA;2;NA;NA
male;NA;regular+aide;regular+aide;NA;577;NA;563;NA;suburban;suburban;NA;21;32;597
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;575;NA;599;NA;inner-city;inner-city;NA;12;2;588
male;NA;regular+aide;NA;NA;514;NA;577;NA;suburban;NA;NA;12;NA;NA
male;regular;regular;regular;590;618;553;620;rural;rural;rural;2;12;5;622
male;NA;small;small;NA;559;NA;561;NA;suburban;suburban;NA;8;17;617
female;regular+aide;regular+aide;regular;494;549;474;565;inner-city;inner-city;inner-city;6;9;26;590
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;512;569;542;540;rural;rural;rural;0;16;1;576
female;regular;regular;NA;NA;NA;567;NA;rural;rural;NA;0;18;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;19;603
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;4;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;small;small;NA;650;NA;603;NA;suburban;suburban;NA;5;5;639
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular+aide;regular;NA;560;NA;556;NA;inner-city;inner-city;NA;NA;5;564
male;regular+aide;regular+aide;regular+aide;509;550;542;572;rural;rural;rural;11;15;5;597
female;small;small;small;579;627;676;611;suburban;suburban;suburban;12;5;27;655
female;small;small;small;519;575;549;568;suburban;suburban;suburban;1;2;3;587
female;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;13;624
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;17;675
female;small;small;small;629;709;545;699;rural;rural;rural;4;35;2;664
female;small;small;NA;548;650;557;674;suburban;suburban;NA;4;28;NA;NA
female;small;small;small;540;593;553;603;rural;rural;rural;7;10;18;602
female;NA;regular+aide;regular+aide;NA;554;NA;540;NA;inner-city;inner-city;NA;13;13;603
female;regular;regular;regular+aide;558;622;572;632;suburban;suburban;suburban;13;17;32;653
female;regular;regular;regular;579;622;601;611;rural;rural;rural;2;2;13;686
female;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;8;NA;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;urban;NA;NA;7;586
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;18;639
male;regular+aide;NA;NA;558;NA;567;NA;urban;NA;NA;0;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;small;548;550;553;526;rural;rural;rural;7;32;17;594
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular;441;502;454;530;inner-city;inner-city;inner-city;24;11;20;551
female;regular+aide;regular+aide;NA;629;614;549;699;rural;rural;NA;11;15;NA;NA
male;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;20;NA;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;12;578
male;NA;NA;small;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;7;553
female;NA;small;small;NA;NA;NA;NA;NA;suburban;suburban;NA;23;14;634
male;regular;NA;NA;480;NA;470;NA;suburban;NA;NA;16;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;533;602;538;593;rural;rural;rural;14;8;11;619
female;NA;small;NA;NA;535;NA;561;NA;rural;NA;NA;5;NA;NA
female;regular+aide;regular+aide;regular+aide;604;659;526;639;rural;rural;rural;8;34;10;685
female;regular+aide;regular+aide;regular+aide;472;577;507;526;rural;rural;rural;8;13;23;588
female;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;18;605
male;regular+aide;regular+aide;regular+aide;558;622;532;548;suburban;suburban;suburban;4;19;19;609
female;regular+aide;regular;regular;553;659;472;559;urban;urban;urban;0;28;1;596
male;NA;regular;regular;NA;577;NA;535;NA;suburban;suburban;NA;9;15;598
male;NA;regular;regular;NA;591;NA;584;NA;suburban;suburban;NA;3;11;601
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;544;622;545;590;rural;rural;rural;28;4;16;632
female;regular+aide;regular+aide;regular+aide;553;571;515;574;rural;rural;rural;16;8;12;630
female;regular;regular;regular;488;545;523;548;rural;rural;rural;19;19;22;600
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;13;655
female;regular+aide;regular+aide;regular+aide;540;614;507;570;rural;rural;rural;11;15;8;639
female;small;small;small;536;604;529;574;rural;rural;rural;17;17;13;624
female;NA;small;small;NA;637;NA;579;NA;suburban;suburban;NA;27;23;683
male;regular+aide;regular+aide;regular+aide;530;539;520;559;suburban;suburban;suburban;6;9;8;585
male;small;small;small;553;591;584;599;rural;rural;rural;7;18;12;654
male;NA;regular+aide;regular+aide;NA;596;NA;563;NA;inner-city;inner-city;NA;25;25;613
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;7;569
female;regular+aide;regular+aide;regular+aide;512;575;523;552;rural;rural;rural;16;4;14;588
male;regular;regular+aide;regular+aide;431;489;510;499;inner-city;inner-city;inner-city;37;0;17;543
female;regular+aide;regular+aide;regular+aide;533;568;529;559;suburban;suburban;suburban;4;9;15;610
female;regular+aide;small;small;540;643;567;632;urban;urban;urban;7;28;13;674
female;small;small;small;590;637;562;599;rural;rural;rural;4;1;5;654
male;NA;small;small;NA;497;NA;520;NA;suburban;suburban;NA;4;13;558
male;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;9;NA;NA
male;small;small;small;524;560;529;587;rural;rural;rural;4;35;2;611
